Sciezka;Etykiety
Dataset/train/images\BTR (984).jpg;Bird
Dataset/train/images\BTR (985).jpg;Bird
Dataset/train/images\BTR (986).jpg;Bird
Dataset/train/images\BTR (987).jpg;Bird
Dataset/train/images\BTR (988).jpg;Bird
Dataset/train/images\BTR (989).jpg;Bird
Dataset/train/images\BTR (99).jpg;Bird
Dataset/train/images\BTR (990).jpg;Bird
Dataset/train/images\BTR (991).jpg;Bird
Dataset/train/images\BTR (992).jpg;Bird
Dataset/train/images\BTR (993).jpg;Bird
Dataset/train/images\BTR (994).jpg;Bird
Dataset/train/images\BTR (995).jpg;Bird
Dataset/train/images\BTR (996).jpg;Bird
Dataset/train/images\BTR (997).jpg;Bird
Dataset/train/images\BTR (998).jpg;Bird
Dataset/train/images\BTR (999).jpg;Bird
Dataset/train/images\DTR (1).jpg;Drone
Dataset/train/images\DTR (10).jpg;Drone
Dataset/train/images\DTR (100).jpg;Drone
Dataset/train/images\DTR (1000).jpg;Drone
Dataset/train/images\DTR (10000).jpg;Drone
Dataset/train/images\DTR (10001).jpg;Drone
Dataset/train/images\DTR (10002).jpg;Drone
Dataset/train/images\DTR (10003).jpg;Drone
Dataset/train/images\DTR (10004).jpg;Drone
Dataset/train/images\DTR (10005).jpg;Drone
Dataset/train/images\DTR (10006).jpg;Drone
Dataset/train/images\DTR (10007).jpg;Drone
Dataset/train/images\DTR (10008).jpg;Drone
Dataset/train/images\DTR (10009).jpg;Drone
Dataset/train/images\DTR (1001).jpg;Drone
Dataset/train/images\DTR (10010).jpg;Drone
Dataset/train/images\DTR (10011).jpg;Drone
Dataset/train/images\DTR (10012).jpg;Drone
Dataset/train/images\DTR (10013).jpg;Drone
Dataset/train/images\DTR (10014).jpg;Drone
Dataset/train/images\DTR (10015).jpg;Drone
Dataset/train/images\DTR (10016).jpg;Drone
Dataset/train/images\DTR (10017).jpg;Drone
Dataset/train/images\DTR (10018).jpg;Drone
Dataset/train/images\DTR (10019).jpg;Drone
Dataset/train/images\DTR (1002).jpg;Drone
Dataset/train/images\DTR (10020).jpg;Drone
Dataset/train/images\DTR (10021).jpg;Drone
Dataset/train/images\DTR (10022).jpg;Drone
Dataset/train/images\DTR (10023).jpg;Drone
Dataset/train/images\DTR (10024).jpg;Drone
Dataset/train/images\DTR (10025).jpg;Drone
Dataset/train/images\DTR (10026).jpg;Drone
Dataset/train/images\DTR (10027).jpg;Drone
Dataset/train/images\DTR (10028).jpg;Drone
Dataset/train/images\DTR (10029).jpg;Drone
Dataset/train/images\DTR (1003).jpg;Drone
Dataset/train/images\DTR (10030).jpg;Drone
Dataset/train/images\DTR (10031).jpg;Drone
Dataset/train/images\DTR (10032).jpg;Drone
Dataset/train/images\DTR (10033).jpg;Drone
Dataset/train/images\DTR (10034).jpg;Drone
Dataset/train/images\DTR (10035).jpg;Drone
Dataset/train/images\DTR (10036).jpg;Drone
Dataset/train/images\DTR (10037).jpg;Drone
Dataset/train/images\DTR (10038).jpg;Drone
Dataset/train/images\DTR (10039).jpg;Drone
Dataset/train/images\DTR (1004).jpg;Drone
Dataset/train/images\DTR (10040).jpg;Drone
Dataset/train/images\DTR (10041).jpg;Drone
Dataset/train/images\DTR (10042).jpg;Drone
Dataset/train/images\DTR (10043).jpg;Drone
Dataset/train/images\DTR (10044).jpg;Drone
Dataset/train/images\DTR (10045).jpg;Drone
Dataset/train/images\DTR (10046).jpg;Drone
Dataset/train/images\DTR (10047).jpg;Drone
Dataset/train/images\DTR (10048).jpg;Drone
Dataset/train/images\DTR (10049).jpg;Drone
Dataset/train/images\DTR (1005).jpg;Drone
Dataset/train/images\DTR (10050).jpg;Drone
Dataset/train/images\DTR (10051).jpg;Drone
Dataset/train/images\DTR (10052).jpg;Drone
Dataset/train/images\DTR (10053).jpg;Drone
Dataset/train/images\DTR (10054).jpg;Drone
Dataset/train/images\DTR (10055).jpg;Drone
Dataset/train/images\DTR (10056).jpg;Drone
Dataset/train/images\DTR (10057).jpg;Drone
Dataset/train/images\DTR (10058).jpg;Drone
Dataset/train/images\DTR (10059).jpg;Drone
Dataset/train/images\DTR (1006).jpg;Drone
Dataset/train/images\DTR (10060).jpg;Drone
Dataset/train/images\DTR (10061).jpg;Drone
Dataset/train/images\DTR (10062).jpg;Drone
Dataset/train/images\DTR (10063).jpg;Drone
Dataset/train/images\DTR (10064).jpg;Drone
Dataset/train/images\DTR (10065).jpg;Drone
Dataset/train/images\DTR (10066).jpg;Drone
Dataset/train/images\DTR (10067).jpg;Drone
Dataset/train/images\DTR (10068).jpg;Drone
Dataset/train/images\DTR (10069).jpg;Drone
Dataset/train/images\DTR (1007).jpg;Drone
Dataset/train/images\DTR (10070).jpg;Drone
Dataset/train/images\DTR (10071).jpg;Drone
Dataset/train/images\DTR (10072).jpg;Drone
Dataset/train/images\DTR (10073).jpg;Drone
Dataset/train/images\DTR (10074).jpg;Drone
Dataset/train/images\DTR (10075).jpg;Drone
Dataset/train/images\DTR (10076).jpg;Drone
Dataset/train/images\DTR (10077).jpg;Drone
Dataset/train/images\DTR (10078).jpg;Drone
Dataset/train/images\DTR (10079).jpg;Drone
Dataset/train/images\DTR (1008).jpg;Drone
Dataset/train/images\DTR (10080).jpg;Drone
Dataset/train/images\DTR (10081).jpg;Drone
Dataset/train/images\DTR (10082).jpg;Drone
Dataset/train/images\DTR (10083).jpg;Drone
Dataset/train/images\DTR (10084).jpg;Drone
Dataset/train/images\DTR (10085).jpg;Drone
Dataset/train/images\DTR (10086).jpg;Drone
Dataset/train/images\DTR (10087).jpg;Drone
Dataset/train/images\DTR (10088).jpg;Drone
Dataset/train/images\DTR (10089).jpg;Drone
Dataset/train/images\DTR (1009).jpg;Drone
Dataset/train/images\DTR (10090).jpg;Drone
Dataset/train/images\DTR (10091).jpg;Drone
Dataset/train/images\DTR (10092).jpg;Drone
Dataset/train/images\DTR (10093).jpg;Drone
Dataset/train/images\DTR (10094).jpg;Drone
Dataset/train/images\DTR (10095).jpg;Drone
Dataset/train/images\DTR (10096).jpg;Drone
Dataset/train/images\DTR (10097).jpg;Drone
Dataset/train/images\DTR (10098).jpg;Drone
Dataset/train/images\DTR (10099).jpg;Drone
Dataset/train/images\DTR (101).jpg;Drone
Dataset/train/images\DTR (1010).jpg;Drone
Dataset/train/images\DTR (10100).jpg;Drone
Dataset/train/images\DTR (10101).jpg;Drone
Dataset/train/images\DTR (10102).jpg;Drone
Dataset/train/images\DTR (10103).jpg;Drone
Dataset/train/images\DTR (10104).jpg;Drone
Dataset/train/images\DTR (10105).jpg;Drone
Dataset/train/images\DTR (10106).jpg;Drone
Dataset/train/images\DTR (10107).jpg;Drone
Dataset/train/images\DTR (10108).jpg;Drone
Dataset/train/images\DTR (10109).jpg;Drone
Dataset/train/images\DTR (1011).jpg;Drone
Dataset/train/images\DTR (10110).jpg;Drone
Dataset/train/images\DTR (10111).jpg;Drone
Dataset/train/images\DTR (10112).jpg;Drone
Dataset/train/images\DTR (10113).jpg;Drone
Dataset/train/images\DTR (10114).jpg;Drone
Dataset/train/images\DTR (10115).jpg;Drone
Dataset/train/images\DTR (10116).jpg;Drone
Dataset/train/images\DTR (10117).jpg;Drone
Dataset/train/images\DTR (10118).jpg;Drone
Dataset/train/images\DTR (10119).jpg;Drone
Dataset/train/images\DTR (1012).jpg;Drone
Dataset/train/images\DTR (10120).jpg;Drone
Dataset/train/images\DTR (10121).jpg;Drone
Dataset/train/images\DTR (10122).jpg;Drone
Dataset/train/images\DTR (10123).jpg;Drone
Dataset/train/images\DTR (10124).jpg;Drone
Dataset/train/images\DTR (10125).jpg;Drone
Dataset/train/images\DTR (10126).jpg;Drone
Dataset/train/images\DTR (10127).jpg;Drone
Dataset/train/images\DTR (10128).jpg;Drone
Dataset/train/images\DTR (10129).jpg;Drone
Dataset/train/images\DTR (1013).jpg;Drone
Dataset/train/images\DTR (10130).jpg;Drone
Dataset/train/images\DTR (10131).jpg;Drone
Dataset/train/images\DTR (10132).jpg;Drone
Dataset/train/images\DTR (10133).jpg;Drone
Dataset/train/images\DTR (10134).jpg;Drone
Dataset/train/images\DTR (10135).jpg;Drone
Dataset/train/images\DTR (10136).jpg;Drone
Dataset/train/images\DTR (10137).jpg;Drone
Dataset/train/images\DTR (10138).jpg;Drone
Dataset/train/images\DTR (10139).jpg;Drone
Dataset/train/images\DTR (1014).jpg;Drone
Dataset/train/images\DTR (10140).jpg;Drone
Dataset/train/images\DTR (10141).jpg;Drone
Dataset/train/images\DTR (10142).jpg;Drone
Dataset/train/images\DTR (10143).jpg;Drone
Dataset/train/images\DTR (10144).jpg;Drone
Dataset/train/images\DTR (10145).jpg;Drone
Dataset/train/images\DTR (10146).jpg;Drone
Dataset/train/images\DTR (10147).jpg;Drone
Dataset/train/images\DTR (10148).jpg;Drone
Dataset/train/images\DTR (10149).jpg;Drone
Dataset/train/images\DTR (1015).jpg;Drone
Dataset/train/images\DTR (10150).jpg;Drone
Dataset/train/images\DTR (10151).jpg;Drone
Dataset/train/images\DTR (10152).jpg;Drone
Dataset/train/images\DTR (10153).jpg;Drone
Dataset/train/images\DTR (10154).jpg;Drone
Dataset/train/images\DTR (10155).jpg;Drone
Dataset/train/images\DTR (10156).jpg;Drone
Dataset/train/images\DTR (10157).jpg;Drone
Dataset/train/images\DTR (10158).jpg;Drone
Dataset/train/images\DTR (10159).jpg;Drone
Dataset/train/images\DTR (1016).jpg;Drone
Dataset/train/images\DTR (10160).jpg;Drone
Dataset/train/images\DTR (10161).jpg;Drone
Dataset/train/images\DTR (10162).jpg;Drone
Dataset/train/images\DTR (10163).jpg;Drone
Dataset/train/images\DTR (10164).jpg;Drone
Dataset/train/images\DTR (10165).jpg;Drone
Dataset/train/images\DTR (10166).jpg;Drone
Dataset/train/images\DTR (10167).jpg;Drone
Dataset/train/images\DTR (10168).jpg;Drone
Dataset/train/images\DTR (10169).jpg;Drone
Dataset/train/images\DTR (1017).jpg;Drone
Dataset/train/images\DTR (10170).jpg;Drone
Dataset/train/images\DTR (10171).jpg;Drone
Dataset/train/images\DTR (10172).jpg;Drone
Dataset/train/images\DTR (10173).jpg;Drone
Dataset/train/images\DTR (10174).jpg;Drone
Dataset/train/images\DTR (10175).jpg;Drone
Dataset/train/images\DTR (10176).jpg;Drone
Dataset/train/images\DTR (10177).jpg;Drone
Dataset/train/images\DTR (10178).jpg;Drone
Dataset/train/images\DTR (10179).jpg;Drone
Dataset/train/images\DTR (1018).jpg;Drone
Dataset/train/images\DTR (10180).jpg;Drone
Dataset/train/images\DTR (10181).jpg;Drone
Dataset/train/images\DTR (10182).jpg;Drone
Dataset/train/images\DTR (10183).jpg;Drone
Dataset/train/images\DTR (10184).jpg;Drone
Dataset/train/images\DTR (10185).jpg;Drone
Dataset/train/images\DTR (10186).jpg;Drone
Dataset/train/images\DTR (10187).jpg;Drone
Dataset/train/images\DTR (10188).jpg;Drone
Dataset/train/images\DTR (10189).jpg;Drone
Dataset/train/images\DTR (1019).jpg;Drone
Dataset/train/images\DTR (10190).jpg;Drone
Dataset/train/images\DTR (10191).jpg;Drone
Dataset/train/images\DTR (10192).jpg;Drone
Dataset/train/images\DTR (10193).jpg;Drone
Dataset/train/images\DTR (10194).jpg;Drone
Dataset/train/images\DTR (10195).jpg;Drone
Dataset/train/images\DTR (10196).jpg;Drone
Dataset/train/images\DTR (10197).jpg;Drone
Dataset/train/images\DTR (10198).jpg;Drone
Dataset/train/images\DTR (10199).jpg;Drone
Dataset/train/images\DTR (102).jpg;Drone
Dataset/train/images\DTR (1020).jpg;Drone
Dataset/train/images\DTR (10200).jpg;Drone
Dataset/train/images\DTR (10201).jpg;Drone
Dataset/train/images\DTR (10202).jpg;Drone
Dataset/train/images\DTR (10203).jpg;Drone
Dataset/train/images\DTR (10204).jpg;Drone
Dataset/train/images\DTR (10205).jpg;Drone
Dataset/train/images\DTR (10206).jpg;Drone
Dataset/train/images\DTR (10207).jpg;Drone
Dataset/train/images\DTR (10208).jpg;Drone
Dataset/train/images\DTR (10209).jpg;Drone
Dataset/train/images\DTR (1021).jpg;Drone
Dataset/train/images\DTR (10210).jpg;Drone
Dataset/train/images\DTR (10211).jpg;Drone
Dataset/train/images\DTR (10212).jpg;Drone
Dataset/train/images\DTR (10213).jpg;Drone
Dataset/train/images\DTR (10214).jpg;Drone
Dataset/train/images\DTR (10215).jpg;Drone
Dataset/train/images\DTR (10216).jpg;Drone
Dataset/train/images\DTR (10217).jpg;Drone
Dataset/train/images\DTR (10218).jpg;Drone
Dataset/train/images\DTR (10219).jpg;Drone
Dataset/train/images\DTR (1022).jpg;Drone
Dataset/train/images\DTR (10220).jpg;Drone
Dataset/train/images\DTR (10221).jpg;Drone
Dataset/train/images\DTR (10222).jpg;Drone
Dataset/train/images\DTR (10223).jpg;Drone
Dataset/train/images\DTR (10224).jpg;Drone
Dataset/train/images\DTR (10225).jpg;Drone
Dataset/train/images\DTR (10226).jpg;Drone
Dataset/train/images\DTR (10227).jpg;Drone
Dataset/train/images\DTR (10228).jpg;Drone
Dataset/train/images\DTR (10229).jpg;Drone
Dataset/train/images\DTR (1023).jpg;Drone
Dataset/train/images\DTR (10230).jpg;Drone
Dataset/train/images\DTR (10231).jpg;Drone
Dataset/train/images\DTR (10232).jpg;Drone
Dataset/train/images\DTR (10233).jpg;Drone
Dataset/train/images\DTR (10234).jpg;Drone
Dataset/train/images\DTR (10235).jpg;Drone
Dataset/train/images\DTR (10236).jpg;Drone
Dataset/train/images\DTR (10237).jpg;Drone
Dataset/train/images\DTR (10238).jpg;Drone
Dataset/train/images\DTR (10239).jpg;Drone
Dataset/train/images\DTR (1024).jpg;Drone
Dataset/train/images\DTR (10240).jpg;Drone
Dataset/train/images\DTR (10241).jpg;Drone
Dataset/train/images\DTR (10242).jpg;Drone
Dataset/train/images\DTR (10243).jpg;Drone
Dataset/train/images\DTR (10244).jpg;Drone
Dataset/train/images\DTR (10245).jpg;Drone
Dataset/train/images\DTR (10246).jpg;Drone
Dataset/train/images\DTR (10247).jpg;Drone
Dataset/train/images\DTR (10248).jpg;Drone
Dataset/train/images\DTR (10249).jpg;Drone
Dataset/train/images\DTR (1025).jpg;Drone
Dataset/train/images\DTR (10250).jpg;Drone
Dataset/train/images\DTR (10251).jpg;Drone
Dataset/train/images\DTR (10252).jpg;Drone
Dataset/train/images\DTR (10253).jpg;Drone
Dataset/train/images\DTR (10254).jpg;Drone
Dataset/train/images\DTR (10255).jpg;Drone
Dataset/train/images\DTR (10256).jpg;Drone
Dataset/train/images\DTR (10257).jpg;Drone
Dataset/train/images\DTR (10258).jpg;Drone
Dataset/train/images\DTR (10259).jpg;Drone
Dataset/train/images\DTR (1026).jpg;Drone
Dataset/train/images\DTR (10260).jpg;Drone
Dataset/train/images\DTR (10261).jpg;Drone
Dataset/train/images\DTR (10262).jpg;Drone
Dataset/train/images\DTR (10263).jpg;Drone
Dataset/train/images\DTR (10264).jpg;Drone
Dataset/train/images\DTR (10265).jpg;Drone
Dataset/train/images\DTR (10266).jpg;Drone
Dataset/train/images\DTR (10267).jpg;Drone
Dataset/train/images\DTR (10268).jpg;Drone
Dataset/train/images\DTR (10269).jpg;Drone
Dataset/train/images\DTR (1027).jpg;Drone
Dataset/train/images\DTR (10270).jpg;Drone
Dataset/train/images\DTR (10271).jpg;Drone
Dataset/train/images\DTR (10272).jpg;Drone
Dataset/train/images\DTR (10273).jpg;Drone
Dataset/train/images\DTR (10274).jpg;Drone
Dataset/train/images\DTR (10275).jpg;Drone
Dataset/train/images\DTR (10276).jpg;Drone
Dataset/train/images\DTR (10277).jpg;Drone
Dataset/train/images\DTR (10278).jpg;Drone
Dataset/train/images\DTR (10279).jpg;Drone
Dataset/train/images\DTR (1028).jpg;Drone
Dataset/train/images\DTR (10280).jpg;Drone
Dataset/train/images\DTR (10281).jpg;Drone
Dataset/train/images\DTR (10282).jpg;Drone
Dataset/train/images\DTR (10283).jpg;Drone
Dataset/train/images\DTR (10284).jpg;Drone
Dataset/train/images\DTR (10285).jpg;Drone
Dataset/train/images\DTR (10286).jpg;Drone
Dataset/train/images\DTR (10287).jpg;Drone
Dataset/train/images\DTR (10288).jpg;Drone
Dataset/train/images\DTR (10289).jpg;Drone
Dataset/train/images\DTR (1029).jpg;Drone
Dataset/train/images\DTR (10290).jpg;Drone
Dataset/train/images\DTR (10291).jpg;Drone
Dataset/train/images\DTR (10292).jpg;Drone
Dataset/train/images\DTR (10293).jpg;Drone
Dataset/train/images\DTR (10294).jpg;Drone
Dataset/train/images\DTR (10295).jpg;Drone
Dataset/train/images\DTR (10296).jpg;Drone
Dataset/train/images\DTR (10297).jpg;Drone
Dataset/train/images\DTR (10298).jpg;Drone
Dataset/train/images\DTR (10299).jpg;Drone
Dataset/train/images\DTR (103).jpg;Drone
Dataset/train/images\DTR (1030).jpg;Drone
Dataset/train/images\DTR (10300).jpg;Drone
Dataset/train/images\DTR (10301).jpg;Drone
Dataset/train/images\DTR (10302).jpg;Drone
Dataset/train/images\DTR (10303).jpg;Drone
Dataset/train/images\DTR (10304).jpg;Drone
Dataset/train/images\DTR (10305).jpg;Drone
Dataset/train/images\DTR (10306).jpg;Drone
Dataset/train/images\DTR (10307).jpg;Drone
Dataset/train/images\DTR (10308).jpg;Drone
Dataset/train/images\DTR (10309).jpg;Drone
Dataset/train/images\DTR (1031).jpg;Drone
Dataset/train/images\DTR (10310).jpg;Drone
Dataset/train/images\DTR (10311).jpg;Drone
Dataset/train/images\DTR (10312).jpg;Drone
Dataset/train/images\DTR (10313).jpg;Drone
Dataset/train/images\DTR (10314).jpg;Drone
Dataset/train/images\DTR (10315).jpg;Drone
Dataset/train/images\DTR (10316).jpg;Drone
Dataset/train/images\DTR (10317).jpg;Drone
Dataset/train/images\DTR (10318).jpg;Drone
Dataset/train/images\DTR (10319).jpg;Drone
Dataset/train/images\DTR (1032).jpg;Drone
Dataset/train/images\DTR (10320).jpg;Drone
Dataset/train/images\DTR (10321).jpg;Drone
Dataset/train/images\DTR (10322).jpg;Drone
Dataset/train/images\DTR (10323).jpg;Drone
Dataset/train/images\DTR (10324).jpg;Drone
Dataset/train/images\DTR (10325).jpg;Drone
Dataset/train/images\DTR (10326).jpg;Drone
Dataset/train/images\DTR (10327).jpg;Drone
Dataset/train/images\DTR (10328).jpg;Drone
Dataset/train/images\DTR (10329).jpg;Drone
Dataset/train/images\DTR (1033).jpg;Drone
Dataset/train/images\DTR (10330).jpg;Drone
Dataset/train/images\DTR (10331).jpg;Drone
Dataset/train/images\DTR (10332).jpg;Drone
Dataset/train/images\DTR (10333).jpg;Drone
Dataset/train/images\DTR (10334).jpg;Drone
Dataset/train/images\DTR (10335).jpg;Drone
Dataset/train/images\DTR (10336).jpg;Drone
Dataset/train/images\DTR (10337).jpg;Drone
Dataset/train/images\DTR (10338).jpg;Drone
Dataset/train/images\DTR (10339).jpg;Drone
Dataset/train/images\DTR (1034).jpg;Drone
Dataset/train/images\DTR (10340).jpg;Drone
Dataset/train/images\DTR (10341).jpg;Drone
Dataset/train/images\DTR (10342).jpg;Drone
Dataset/train/images\DTR (10343).jpg;Drone
Dataset/train/images\DTR (10344).jpg;Drone
Dataset/train/images\DTR (10345).jpg;Drone
Dataset/train/images\DTR (10346).jpg;Drone
Dataset/train/images\DTR (10347).jpg;Drone
Dataset/train/images\DTR (10348).jpg;Drone
Dataset/train/images\DTR (10349).jpg;Drone
Dataset/train/images\DTR (1035).jpg;Drone
Dataset/train/images\DTR (10350).jpg;Drone
Dataset/train/images\DTR (10351).jpg;Drone
Dataset/train/images\DTR (10352).jpg;Drone
Dataset/train/images\DTR (10353).jpg;Drone
Dataset/train/images\DTR (10354).jpg;Drone
Dataset/train/images\DTR (10355).jpg;Drone
Dataset/train/images\DTR (10356).jpg;Drone
Dataset/train/images\DTR (10357).jpg;Drone
Dataset/train/images\DTR (10358).jpg;Drone
Dataset/train/images\DTR (10359).jpg;Drone
Dataset/train/images\DTR (1036).jpg;Drone
Dataset/train/images\DTR (10360).jpg;Drone
Dataset/train/images\DTR (10361).jpg;Drone
Dataset/train/images\DTR (10362).jpg;Drone
Dataset/train/images\DTR (10363).jpg;Drone
Dataset/train/images\DTR (10364).jpg;Drone
Dataset/train/images\DTR (10365).jpg;Drone
Dataset/train/images\DTR (10366).jpg;Drone
Dataset/train/images\DTR (10367).jpg;Drone
Dataset/train/images\DTR (10368).jpg;Drone
Dataset/train/images\DTR (10369).jpg;Drone
Dataset/train/images\DTR (1037).jpg;Drone
Dataset/train/images\DTR (10370).jpg;Drone
Dataset/train/images\DTR (10371).jpg;Drone
Dataset/train/images\DTR (10372).jpg;Drone
Dataset/train/images\DTR (10373).jpg;Drone
Dataset/train/images\DTR (10374).jpg;Drone
Dataset/train/images\DTR (10375).jpg;Drone
Dataset/train/images\DTR (10376).jpg;Drone
Dataset/train/images\DTR (10377).jpg;Drone
Dataset/train/images\DTR (10378).jpg;Drone
Dataset/train/images\DTR (10379).jpg;Drone
Dataset/train/images\DTR (1038).jpg;Drone
Dataset/train/images\DTR (10380).jpg;Drone
Dataset/train/images\DTR (10381).jpg;Drone
Dataset/train/images\DTR (10382).jpg;Drone
Dataset/train/images\DTR (10383).jpg;Drone
Dataset/train/images\DTR (10384).jpg;Drone
Dataset/train/images\DTR (10385).jpg;Drone
Dataset/train/images\DTR (10386).jpg;Drone
Dataset/train/images\DTR (10387).jpg;Drone
Dataset/train/images\DTR (10388).jpg;Drone
Dataset/train/images\DTR (10389).jpg;Drone
Dataset/train/images\DTR (1039).jpg;Drone
Dataset/train/images\DTR (10390).jpg;Drone
Dataset/train/images\DTR (10391).jpg;Drone
Dataset/train/images\DTR (10392).jpg;Drone
Dataset/train/images\DTR (10393).jpg;Drone
Dataset/train/images\DTR (10394).jpg;Drone
Dataset/train/images\DTR (10395).jpg;Drone
Dataset/train/images\DTR (10396).jpg;Drone
Dataset/train/images\DTR (10397).jpg;Drone
Dataset/train/images\DTR (10398).jpg;Drone
Dataset/train/images\DTR (10399).jpg;Drone
Dataset/train/images\DTR (104).jpg;Drone
Dataset/train/images\DTR (1040).jpg;Drone
Dataset/train/images\DTR (10400).jpg;Drone
Dataset/train/images\DTR (10401).jpg;Drone
Dataset/train/images\DTR (10402).jpg;Drone
Dataset/train/images\DTR (10403).jpg;Drone
Dataset/train/images\DTR (10404).jpg;Drone
Dataset/train/images\DTR (10405).jpg;Drone
Dataset/train/images\DTR (10406).jpg;Drone
Dataset/train/images\DTR (10407).jpg;Drone
Dataset/train/images\DTR (10408).jpg;Drone
Dataset/train/images\DTR (10409).jpg;Drone
Dataset/train/images\DTR (1041).jpg;Drone
Dataset/train/images\DTR (10410).jpg;Drone
Dataset/train/images\DTR (10411).jpg;Drone
Dataset/train/images\DTR (10412).jpg;Drone
Dataset/train/images\DTR (10413).jpg;Drone
Dataset/train/images\DTR (10414).jpg;Drone
Dataset/train/images\DTR (10415).jpg;Drone
Dataset/train/images\DTR (10416).jpg;Drone
Dataset/train/images\DTR (10417).jpg;Drone
Dataset/train/images\DTR (10418).jpg;Drone
Dataset/train/images\DTR (10419).jpg;Drone
Dataset/train/images\DTR (1042).jpg;Drone
Dataset/train/images\DTR (10420).jpg;Drone
Dataset/train/images\DTR (10421).jpg;Drone
Dataset/train/images\DTR (10422).jpg;Drone
Dataset/train/images\DTR (10423).jpg;Drone
Dataset/train/images\DTR (10424).jpg;Drone
Dataset/train/images\DTR (10425).jpg;Drone
Dataset/train/images\DTR (10426).jpg;Drone
Dataset/train/images\DTR (10427).jpg;Drone
Dataset/train/images\DTR (10428).jpg;Drone
Dataset/train/images\DTR (10429).jpg;Drone
Dataset/train/images\DTR (1043).jpg;Drone
Dataset/train/images\DTR (10430).jpg;Drone
Dataset/train/images\DTR (10431).jpg;Drone
Dataset/train/images\DTR (10432).jpg;Drone
Dataset/train/images\DTR (10433).jpg;Drone
Dataset/train/images\DTR (10434).jpg;Drone
Dataset/train/images\DTR (10435).jpg;Drone
Dataset/train/images\DTR (10436).jpg;Drone
Dataset/train/images\DTR (10437).jpg;Drone
Dataset/train/images\DTR (10438).jpg;Drone
Dataset/train/images\DTR (10439).jpg;Drone
Dataset/train/images\DTR (1044).jpg;Drone
Dataset/train/images\DTR (10440).jpg;Drone
Dataset/train/images\DTR (10441).jpg;Drone
Dataset/train/images\DTR (10442).jpg;Drone
Dataset/train/images\DTR (10443).jpg;Drone
Dataset/train/images\DTR (10444).jpg;Drone
Dataset/train/images\DTR (10445).jpg;Drone
Dataset/train/images\DTR (10446).jpg;Drone
Dataset/train/images\DTR (10447).jpg;Drone
Dataset/train/images\DTR (10448).jpg;Drone
Dataset/train/images\DTR (10449).jpg;Drone
Dataset/train/images\DTR (1045).jpg;Drone
Dataset/train/images\DTR (10450).jpg;Drone
Dataset/train/images\DTR (10451).jpg;Drone
Dataset/train/images\DTR (10452).jpg;Drone
Dataset/train/images\DTR (10453).jpg;Drone
Dataset/train/images\DTR (10454).jpg;Drone
Dataset/train/images\DTR (10455).jpg;Drone
Dataset/train/images\DTR (10456).jpg;Drone
Dataset/train/images\DTR (10457).jpg;Drone
Dataset/train/images\DTR (10458).jpg;Drone
Dataset/train/images\DTR (10459).jpg;Drone
Dataset/train/images\DTR (1046).jpg;Drone
Dataset/train/images\DTR (10460).jpg;Drone
Dataset/train/images\DTR (10461).jpg;Drone
Dataset/train/images\DTR (10462).jpg;Drone
Dataset/train/images\DTR (10463).jpg;Drone
Dataset/train/images\DTR (10464).jpg;Drone
Dataset/train/images\DTR (10465).jpg;Drone
Dataset/train/images\DTR (10466).jpg;Drone
Dataset/train/images\DTR (10467).jpg;Drone
Dataset/train/images\DTR (10468).jpg;Drone
Dataset/train/images\DTR (10469).jpg;Drone
Dataset/train/images\DTR (1047).jpg;Drone
Dataset/train/images\DTR (10470).jpg;Drone
Dataset/train/images\DTR (10471).jpg;Drone
Dataset/train/images\DTR (10472).jpg;Drone
Dataset/train/images\DTR (10473).jpg;Drone
Dataset/train/images\DTR (10474).jpg;Drone
Dataset/train/images\DTR (10475).jpg;Drone
Dataset/train/images\DTR (10476).jpg;Drone
Dataset/train/images\DTR (10477).jpg;Drone
Dataset/train/images\DTR (10478).jpg;Drone
Dataset/train/images\DTR (10479).jpg;Drone
Dataset/train/images\DTR (1048).jpg;Drone
Dataset/train/images\DTR (10480).jpg;Drone
Dataset/train/images\DTR (10481).jpg;Drone
Dataset/train/images\DTR (10482).jpg;Drone
Dataset/train/images\DTR (10483).jpg;Drone
Dataset/train/images\DTR (10484).jpg;Drone
Dataset/train/images\DTR (10485).jpg;Drone
Dataset/train/images\DTR (10486).jpg;Drone
Dataset/train/images\DTR (10487).jpg;Drone
Dataset/train/images\DTR (10488).jpg;Drone
Dataset/train/images\DTR (10489).jpg;Drone
Dataset/train/images\DTR (1049).jpg;Drone
Dataset/train/images\DTR (10490).jpg;Drone
Dataset/train/images\DTR (10491).jpg;Drone
Dataset/train/images\DTR (10492).jpg;Drone
Dataset/train/images\DTR (10493).jpg;Drone
Dataset/train/images\DTR (10494).jpg;Drone
Dataset/train/images\DTR (10495).jpg;Drone
Dataset/train/images\DTR (10496).jpg;Drone
Dataset/train/images\DTR (10497).jpg;Drone
Dataset/train/images\DTR (10498).jpg;Drone
Dataset/train/images\DTR (10499).jpg;Drone
Dataset/train/images\DTR (105).jpg;Drone
Dataset/train/images\DTR (1050).jpg;Drone
Dataset/train/images\DTR (10500).jpg;Drone
Dataset/train/images\DTR (10501).jpg;Drone
Dataset/train/images\DTR (10502).jpg;Drone
Dataset/train/images\DTR (10503).jpg;Drone
Dataset/train/images\DTR (10504).jpg;Drone
Dataset/train/images\DTR (10505).jpg;Drone
Dataset/train/images\DTR (10506).jpg;Drone
